[2025-10-19 01:50:17] This is codeql database index-files --include-extension=.yaml --include-extension=.yml --size-limit=5m --language yaml -- /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics-db
[2025-10-19 01:50:17] Log file was started late.
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathTracking/move_to_pose/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathTracking/lqr_steer_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathTracking/lqr_steer_control/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathTracking/rear_wheel_feedback_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathTracking/rear_wheel_feedback_control/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/tests...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/tests/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/utils...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/utils/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/requirements...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/_templates...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/_static...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/_static/img...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/4_slam...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/4_slam/iterative_closest_point_matching...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/4_slam/FastSLAM1...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/4_slam/ekf_slam...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/4_slam/graph_slam...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/4_slam/graph_slam/graphSLAM_SE2_example_files...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/4_slam/graph_slam/graphSLAM_doc_files...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/4_slam/FastSLAM2...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/12_appendix...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/12_appendix/Kalmanfilter_basics_2_files...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/12_appendix/Kalmanfilter_basics_files...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/12_appendix/steering_motion_model...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/8_aerial_navigation...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/8_aerial_navigation/rocket_powered_landing...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/8_aerial_navigation/drone_3d_trajectory_following...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/6_path_tracking...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/6_path_tracking/stanley_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/6_path_tracking/lqr_speed_and_steering_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/6_path_tracking/cgmres_nmpc...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/6_path_tracking/pure_pursuit_tracking...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/6_path_tracking/model_predictive_speed_and_steering_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/6_path_tracking/move_to_a_pose...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/6_path_tracking/lqr_steering_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/6_path_tracking/rear_wheel_feedback_control...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/gaussian_grid_map...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/point_cloud_sampling...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/distance_map...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/lidar_to_grid_map_tutorial...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/ndt_map...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/ray_casting_grid_map...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/k_means_object_clustering...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/normal_vector_estimation...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/circle_fitting...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/3_mapping/rectangle_fitting...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/1_introduction...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/1_introduction/3_technologies_for_robotics...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/1_introduction/1_definition_of_robotics...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/1_introduction/2_python_for_robotics...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/coverage_path...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/hybridastar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/clothoid_path...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/vrm_planner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/prm_planner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/bugplanner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/dynamic_window_approach...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/catmull_rom_spline...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/elastic_bands...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/dubins_path...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/lqr_path...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/visibility_road_map_planner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/state_lattice_planner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/eta3_spline...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/rrt...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/rrt/rrt_star...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/rrt/rrt_star_reeds_shepp...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/rrt/closed_loop_rrt_star_car...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/reeds_shepp_path...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/model_predictive_trajectory_generator...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/bezier_path...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/frenet_frame_path...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/bspline_path...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/time_based_grid_search...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/grid_base_search...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/quintic_polynomials_planner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/5_path_planning/cubic_spline...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/7_arm_navigation...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/7_arm_navigation/Planar_Two_Link_IK_files...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/9_bipedal...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/9_bipedal/bipedal_planner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/0_getting_started...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/11_utils...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/11_utils/plot...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/2_localization...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/2_localization/unscented_kalman_filter_localization...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/2_localization/extended_kalman_filter_localization_files...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/2_localization/particle_filter_localization...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/2_localization/ensamble_kalman_filter_localization_files...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/2_localization/histogram_filter_localization...
